name,NI,age
Sterling,0.9,41
Jamie,0.86,8
Drew,0.79,25
Julio,0.63,57
Colin,0.97,31
Dannie,0.62,54
Cedric,0.8,8
Corey,0.92,41
Eldon,0.98,17
Lon,0.29,55
Emanuel,0.33,61
Joshua,0.77,11
Justin,0.52,26
Irving,0.09,10
Eduardo,0.7,60
Jerrold,0.16,38
Kris,0.11,17
Denny,0.89,33
Randell,0.12,23
Elijah,0.79,27
Linwood,0.12,57
Michel,0.76,5
Chad,0.39,55
Sandy,0.51,41
Robbie,0.83,18
Blair,0.94,30
Eddy,0.19,56
Junior,0.05,62
Lanny,0.29,34
Kendall,0.52,12
Rocco,0.99,19
Frederic,0.16,55
Harley,0.02,26
Erik,0.71,36
Thaddeus,0.07,9
Dane,0.29,38
Doug,0.07,34
Simon,0.59,12
Sanford,0.78,40
Cornell,0.02,22
Elliott,0.18,49
Luke,0.95,9
Ramiro,0.44,40
Reuben,0.6,18
Damon,0.49,8
Stan,0.66,42
Abel,0.94,14
Vaughn,0.53,28
Seth,0.81,61
Loyd,0.73,28
Bennett,0.22,22
Cory,0.72,59
Lamont,0.92,60
Levi,0.23,7
Chuck,0.4,17
Kennith,0.15,26
Austin,0.27,27
Reynaldo,0.13,11
Garth,0.61,22
Morgan,0.89,27
Ward,0.14,31
Gale,0.77,46
Nolan,0.61,55
Jefferson,0.41,37
Tomas,0.47,32
Carmen,0.98,11
Davy,0.78,20
Mitchel,0.55,20
Terrell,0.81,45
Orville,0.12,42
Donn,0.54,11
Matt,0.61,18
Billie,0.15,34
Norbert,0.1,40
Felipe,0.71,16
Toby,0.13,50
Ed,0.53,42
Harrison,0.83,34
Israel,0.88,20
Kermit,0.58,61
Odell,0.86,58
Reid,0.55,22
Barton,0.37,58
Russel,0.43,37
Bryant,0.97,16
Danial,0.78,15
Kip,0.37,62
Burton,0.7,51
Jasper,0.89,54
Lane,0.62,19
Dick,0.36,28
Cameron,0.25,46
Fredric,0.28,45
Emil,0.57,55
Kimberly,0.85,14
Ryan,0.41,28
Merlin,0.71,57
Pablo,0.14,27
Erwin,0.78,64
Garrett,0.19,24
Mathew,0.99,41
Ian,0.74,44
Roscoe,0.7,59
Dudley,0.87,25
Domingo,0.91,35
Gilberto,0.46,30
Solomon,0.34,50
Brady,0.09,26
Donnell,0.78,30
Elvin,0.46,42
Thurman,0.36,46
Wiley,0.84,60
Rolando,0.57,63
Vern,0.85,22
Bobbie,0.35,13
Gus,0.82,19
Jeremiah,0.68,21
Scotty,0.72,13
Winfred,0.66,50
Millard,0.59,20
Ulysses,0.5,44
Hollis,0.31,12
Ismael,0.05,39
Reggie,0.09,20
Will,0.27,52
Audie,0.72,34
Elwood,0.04,30
Lonny,0.45,27
Rod,0.95,47
Weldon,0.03,45
Alejandro,0.21,35
Roman,0.17,12
Shannon,0.26,8
Dwain,0.86,57
Andres,0.61,10
Lindsey,0.68,54
Mikel,0.01,42
Emilio,0.04,57
Gerardo,0.8,24
Adolph,0.69,29
Pierre,0.16,57
Jean,0.96,25
Jonathon,0.7,57
Elias,0.14,26
Guillermo,0.82,34
Merrill,0.18,33
Shelby,0.82,17
Arlen,0.27,28
August,0.05,63
Davis,0.58,29
Hans,0.17,38
Mary,0.44,27
Val,0.74,15
Anton,0.14,21
Carter,0.56,29
Cliff,0.82,33
Tod,0.78,52
Bryce,0.3,36
Shelton,0.97,28
Duncan,0.06,33
Kenton,0.81,16
Ollie,0.1,36
Rogelio,0.24,14
Vito,0.81,21
Emory,0.61,22
Jake,0.23,16
Sergio,0.42,50
Clement,0.54,65
Jacky,0.27,56
Charley,0.04,45
Coy,0.99,34
Ivory,0.96,58
Rock,0.52,24
Connie,0.06,28
Ignacio,0.79,26
Jerold,0.88,63
Avery,0.57,28
Denver,0.09,60
Elliot,0.96,34
Harris,0.9,35
Otto,0.35,51
Armand,0.41,6
Jed,0.68,15
Stacy,0.34,53
Trent,0.99,25
Benito,0.94,7
Bernie,0.77,45
Noah,0.85,37
Monroe,0.08,35
Emery,0.75,27
Riley,0.31,64
Maynard,0.1,63
Jackson,0.41,13
Myles,0.57,55
Rob,0.96,35
Booker,0.9,50
Leigh,0.37,24
Sonny,0.82,13
Toney,0.92,15
Carson,0.39,49
Delmar,0.27,41
Wyatt,0.6,58
Santos,0.78,58
Burt,0.47,41
Nicky,0.35,12
Bud,0.14,10
Hank,0.84,65
Lindsay,0.48,20
Napoleon,0.52,56
Ricki,0.37,14
Eli,0.74,38
Herschel,0.66,41
Johnie,0.6,31
Lenard,0.54,47
Quentin,0.3,49
Saul,0.28,56
Faron,0.82,30
Isaiah,0.72,38
Marco,0.2,63
Wilford,0.57,32
Shaun,0.53,12
Tyler,0.82,26
Vince,0.89,22
Butch,0.34,33
Clint,0.2,41
Dickie,0.04,16
Gail,0.98,6
Rogers,0.46,53
Glynn,0.18,37
Gustavo,0.45,48
Jeremy,0.71,11
Santiago,0.42,56
Carmine,0.5,59
Del,0.04,46
Geary,0.39,51
Hiram,0.25,16
Humberto,0.9,35
Xavier,0.83,64
Earle,0.81,26
Kurtis,0.15,40
Randel,0.49,49
Efrain,0.21,33
Lawerence,0.98,59
Lavern,0.1,12
Milo,0.78,20
Freeman,0.02,47
Isiah,0.83,54
Marcos,0.89,21
Mervin,0.14,51
Curtiss,0.48,62
Jordan,0.11,13
Zane,0.29,17
Donovan,0.89,7
Fletcher,0.53,27
Irwin,0.86,57
Forest,0.36,65
Royal,0.25,55
Stanford,0.6,34
Wilfredo,0.28,41
Wilmer,0.29,54
Dalton,0.79,26
Linda,0.87,33
Major,0.65,8
Augustine,0.97,21
Basil,0.54,63
Brandon,0.12,49
Robby,0.21,39
Brooks,0.08,44
Errol,0.13,32
Laverne,0.16,26
Anderson,0.7,50
Deborah,0.91,44
Gearld,0.57,28
Jere,0.75,20
Clair,0.45,43
Nickolas,0.96,12
Dee,0.8,36
Douglass,0.51,9
Alden,0.38,22
Brendan,0.57,42
Bryon,0.49,17
Felton,0.64,29
Hershel,0.42,28
Mason,0.4,49
Noe,0.17,62
Burl,0.78,23
Cleo,0.42,8
Cyrus,0.45,9
Lemuel,0.42,12
Russ,0.99,45
Wilburn,0.84,19
Johnathan,0.17,6
Lyndon,0.95,5
Mckinley,0.09,52
Odis,0.93,44
Stanton,0.81,5
Stevan,0.5,26
Chip,0.86,56
Davey,0.53,33
Jarvis,0.64,12
Lenny,0.12,20
Raphael,0.68,45
Buford,0.46,50
Ritchie,0.4,40
Blane,0.5,60
Cesar,0.76,61
Patricia,0.24,9
Augustus,0.93,41
Bret,1,44
Mac,0.72,43
Maxwell,0.55,60
Wilton,0.99,29
Adolfo,0.35,29
Carnell,0.37,13
Haywood,0.04,38
Rayford,0.46,10
Silas,0.38,54
Damian,0.37,54
Dino,0.72,25
Federico,0.59,17
Dennie,0.76,30
Huey,0.76,35
Jacques,0.62,17
Nicolas,0.17,56
Normand,0.7,39
Stacey,0.26,9
Tad,0.93,56
Wally,0.25,63
Carlo,0.97,13
Fritz,0.37,10
Judson,0.31,26
Kit,0.74,25
Quinton,0.58,64
Cordell,0.05,62
Duke,0.17,21
Dwaine,0.6,13
Leonardo,0.33,22
Lincoln,0.62,19
Lyman,0.65,31
Rolland,0.41,11
Rubin,0.26,62
Thad,0.27,41
Vicente,0.47,60
Derrell,0.4,9
Houston,0.59,27
Otha,0.84,33
Alfonzo,0.12,31
Marcel,0.95,9
Delmer,0.36,6
Elroy,0.28,40
Graham,0.44,59
Hilton,0.96,8
Olin,0.17,9
Alva,0.53,8
Bertram,0.23,41
Ashley,0.65,65
Barbara,0.98,54
Len,0.73,53
Rand,0.53,15
Von,0.39,57
Wardell,0.86,37
Artis,0.26,49
Boyce,0.96,58
Carol,0.85,59
Cyril,0.08,31
Edwardo,0.08,16
Hoyt,0.17,36
Keven,0.44,37
Dusty,0.61,25
Eloy,0.77,64
Emerson,0.05,57
Everette,0.44,40
Hugo,0.33,5
Taylor,0.37,42
Woody,0.77,6
Cody,0.44,52
Donell,0.47,40
Gayle,0.72,42
Gaylon,0.97,36
Gregorio,0.38,60
Ike,0.57,43
Issac,0.02,8
Jules,0.03,42
Rhett,0.46,17
Theron,0.71,61
Alphonse,0.72,48
Berry,0.33,17
Cruz,0.56,29
Domenic,0.75,54
Layne,0.9,46
Raleigh,0.48,60
Verne,0.57,55
Debra,0.29,41
Newton,0.78,10
Prince,0.39,19
Bruno,0.88,57
Carmelo,0.68,38
Courtney,0.81,49
Reynold,0.75,49
Rodrick,0.41,5
Williams,0.36,39
Artie,0.27,24
Britt,0.75,45
Carleton,0.57,29
Emmanuel,0.51,47
Fidel,0.59,35
Gil,0.68,11
Hayward,0.13,40
Kelley,0.66,25
Kevan,0.19,50
Foster,0.72,64
Lacy,0.54,64
Lynwood,0.17,26
Milford,0.13,22
Rudolfo,0.15,21
Delton,0.07,45
Elmo,0.3,11
Erich,0.93,47
Ezra,0.18,62
Gino,0.72,24
Regis,0.93,49
Sherwood,0.8,38
Skip,0.11,55
Coleman,0.67,60
Darold,0.77,23
Dell,0.35,17
Demetrius,0.7,61
Dewitt,0.98,44
Farrell,0.98,24
Ferdinand,0.62,17
Kraig,0.84,20
Rolf,0.83,22
Alford,0.01,59
Chauncey,0.17,28
Darcy,0.44,59
Elvis,0.77,59
Emmitt,0.74,23
Lesley,0.27,59
Lucius,0.71,65
Mel,0.43,18
Ty,0.6,51
Barrett,0.97,23
Columbus,0.64,31
Dorian,0.92,20
Jame,0.21,41
Lauren,0.54,23
Mitch,0.7,27
Arlie,0.26,19
Cletus,0.75,61
Eliseo,0.05,22
Franklyn,0.07,62
Jared,0.91,21
Jefferey,0.39,47
Omar,0.5,37
Adolphus,0.26,53
Agustin,0.67,42
Cleve,0.31,50
Darius,0.96,26
Greggory,0.17,31
King,0.7,10
Lorin,0.4,30
Pasquale,0.07,32
Quincy,0.84,63
Raymundo,0.03,23
Scottie,0.1,15
Arnulfo,0.87,20
Benton,0.11,27
Bradly,0.8,50
Brice,0.53,34
Buster,0.46,37
Gaylord,0.11,49
Lupe,1,12
Olen,0.61,5
Randle,0.17,56
Susan,0.72,34
Benedict,0.09,57
Cris,0.78,43
Davie,0.12,56
Duwayne,0.8,32
Erick,0.14,8
Lennie,0.14,29
Levon,0.66,24
Logan,0.18,59
Valentine,0.65,10
Cole,0.08,25
Desmond,0.09,26
Eldridge,0.82,30
Giles,0.84,17
Joaquin,0.56,29
Leander,0.4,55
Truman,0.17,61
Warner,0.97,33
Waymon,0.09,60
Dorsey,0.49,13
Jude,0.97,60
Lex,0.4,23
Porter,0.03,17
Robbin,0.63,60
Theadore,0.71,55
Walker,0.4,48
Abe,1,57
Art,0.85,34
Dann,0.64,11
Daryle,0.42,37
Gavin,0.11,55
Kirt,0.18,53
Lafayette,0.29,20
Micky,0.39,28
Talmadge,0.58,63
Theodis,0.3,9
Timmothy,0.71,20
Allyn,0.65,16
Arden,0.35,21
Clarke,0.22,35
Darell,0.6,13
Murphy,0.38,39
Randolf,0.82,11
Rosendo,0.85,52
Aurelio,0.26,9
Brant,0.81,50
Dante,0.14,6
Garold,0.01,32
Les,0.04,31
Levern,0.39,16
Margarito,0.46,11
Michal,0.13,12
Milan,0.18,22
Winford,0.8,18
Enoch,0.07,8
Harmon,0.88,45
Hosea,0.77,49
Jonas,0.77,45
Malcom,0.01,50
Michale,0.1,23
Moises,0.77,42
Mose,0.48,22
Orval,0.09,64
Raymon,0.24,63
Rowland,0.98,42
Vernell,0.25,38
Claud,0.38,5
Esteban,0.21,64
Heriberto,0.06,28
Stefan,0.8,52
Michael,0.98,8
James,0.51,23
Robert,0.03,45
David,0.32,54
John,0.87,56
William,0.67,20
Richard,0.9,12
Mark,0.46,8
Thomas,1,45
Steven,0.11,65
Charles,0.5,43
Joseph,0.17,41
Gary,0.88,26
Donald,0.74,8
Ronald,0.28,64
Kenneth,0.97,31
Paul,0.77,10
Daniel,0.32,32
Timothy,0.84,39
Jeffrey,0.95,26
Larry,0.5,22
Kevin,0.47,13
Stephen,0.38,64
Gregory,0.11,45
Edward,0.33,56
Dennis,0.62,30
George,0.44,6
Randy,0.57,15
Douglas,0.31,49
Anthony,0.57,37
Terry,0.53,54
Bruce,0.75,52
Brian,0.64,24
Scott,0.48,56
Jerry,0.62,47
Keith,0.86,13
Peter,0.78,11
Frank,0.17,28
Raymond,0.53,53
Patrick,0.43,37
Roger,0.75,62
Lawrence,0.06,52
Ricky,0.29,8
Wayne,0.5,59
Alan,0.2,29
Christopher,0.04,57
Danny,0.06,17
Carl,0.7,36
Gerald,0.21,10
Dale,0.31,25
Craig,0.39,64
Russell,0.23,47
Walter,0.72,11
Randall,0.09,30
Johnny,0.46,6
Andrew,0.46,42
Jeffery,0.4,45
Steve,0.96,53
Willie,0.5,10
Arthur,0.79,54
Glenn,0.52,39
Roy,0.31,36
Joe,0.84,31
Philip,0.46,17
Rodney,0.76,8
Jack,0.78,38
Ralph,0.1,18
Billy,0.31,63
Barry,0.85,5
Stanley,0.81,47
Harold,0.14,51
Henry,0.26,59
Martin,0.19,42
Samuel,0.05,51
Ronnie,0.2,46
Phillip,0.4,11
Bobby,0.14,15
Jimmy,0.56,60
Eric,0.1,51
Curtis,0.39,18
Albert,0.22,11
Louis,0.92,43
Micheal,0.04,23
Howard,0.15,33
Tony,0.75,8
Eugene,0.17,49
Allen,0.86,21
Darrell,0.56,31
Leonard,0.57,62
Matthew,0.46,40
Frederick,0.69,45
Jay,0.27,38
Eddie,0.51,7
Ernest,0.07,47
Harry,0.35,42
Mike,0.04,42
Victor,0.72,57
Vincent,0.99,5
Dean,0.77,61
Rick,0.98,60
Melvin,0.76,32
Fred,0.56,36
Lee,0.78,40
Bradley,0.24,64
Marvin,0.38,22
Joel,0.18,38
Norman,0.07,47
Jose,0.25,62
Calvin,0.87,50
Earl,0.91,61
Francis,1,64
Rickey,0.63,30
Ray,0.61,40
Jonathan,0.74,8
Tommy,0.17,40
Jon,0.03,26
Jerome,0.66,43
Kim,0.43,63
Theodore,0.17,15
Clarence,0.4,18
Alfred,0.79,27
Clifford,0.72,20
Don,0.79,29
Edwin,0.55,57
Glen,0.31,51
Jesse,0.29,9
Duane,0.89,18
Chris,0.52,39
Bernard,0.79,45
Gordon,0.48,15
Benjamin,0.19,30
Bryan,0.12,22
Dan,0.92,26
Alvin,0.25,10
Marc,0.13,49
Mitchell,0.64,18
Kurt,0.91,34
Herbert,0.11,6
Dwight,0.27,24
Leroy,0.79,63
Warren,0.39,8
Brad,0.79,64
Robin,0.6,9
Reginald,0.47,25
Jeff,0.66,54
Nicholas,0.82,49
Guy,0.37,54
Jim,0.94,40
Kent,0.99,32
Karl,0.25,55
Leslie,0.11,8
Vernon,0.71,24
Leon,0.17,63
Garry,0.25,49
Todd,0.78,30
Wesley,0.55,26
Lonnie,0.91,13
Lloyd,0.78,11
Bill,0.08,52
Gilbert,0.65,65
Tom,0.59,46
Kirk,0.24,55
Perry,0.36,40
Jackie,0.26,50
Daryl,0.54,50
Carlos,0.22,10
Franklin,0.27,23
Lewis,0.15,8
Juan,0.13,13
Neil,0.75,13
Gene,0.1,9
Floyd,0.14,36
Donnie,0.45,59
Clyde,0.05,58
Tim,0.51,60
Lester,0.33,22
Allan,0.88,15
Dana,0.11,49
Randolph,0.8,10
Gerard,0.58,18
Manuel,0.75,24
Greg,0.75,9
Kerry,0.13,53
Leo,0.93,44
Charlie,0.79,5
Stuart,0.38,65
Darryl,0.27,34
Milton,0.35,59
Kelly,0.41,20
Jimmie,0.99,43
Ted,0.76,22
Brent,0.88,38
Rex,0.96,30
Terrence,0.18,37
Gregg,0.98,59
Freddie,0.9,42
Tyrone,0.79,10
Harvey,0.03,56
Ruben,0.07,16
Dave,0.97,50
Herman,0.58,47
Maurice,0.23,64
Randal,0.51,42
Johnnie,0.82,15
Nathaniel,0.63,45
Aaron,0.7,15
Chester,0.83,48
Lynn,0.3,16
Byron,0.88,43
Antonio,0.84,60
Alexander,0.87,64
Roland,0.27,58
Arnold,0.13,65
Mario,0.57,51
Cecil,1,5
Fredrick,0.08,22
Oscar,0.51,13
Lance,0.15,19
Marshall,0.03,17
Neal,0.2,19
Nathan,0.65,22
Ricardo,0.52,23
Luis,0.81,59
Wade,0.91,60
Terrance,0.69,61
Marcus,0.61,47
Jessie,0.78,32
Bob,0.07,31
Wendell,0.85,15
Marty,0.95,49
Claude,0.69,62
Clifton,0.84,42
Ross,0.5,23
Clayton,0.55,26
Clinton,0.78,7
Hugh,0.73,39
Sidney,0.77,11
Sam,0.62,62
Joey,0.14,38
Wallace,0.95,63
Nelson,0.29,18
Carlton,1,16
Rocky,0.23,57
Terence,0.67,47
Benny,0.72,30
Rickie,0.79,47
Edgar,0.19,28
Andre,0.62,30
Mickey,0.52,37
Morris,0.35,6
Jesus,0.33,23
Alex,0.74,49
Raul,0.51,41
Derrick,0.91,17
Hector,0.37,44
Dwayne,0.7,28
Kenny,0.82,46
Lyle,0.45,64
Geoffrey,0.32,32
Francisco,0.35,21
Tracy,0.03,24
Ron,0.59,65
Kelvin,0.77,51
Frankie,0.02,15
Roberto,0.47,52
Max,0.66,24
Marion,0.09,13
Ben,0.99,40
Sammy,0.51,23
Rudy,0.81,31
Bennie,0.89,18
Earnest,0.18,39
Bradford,0.86,58
Rudolph,0.99,19
Myron,0.07,40
Virgil,0.27,21
Troy,0.83,26
Clark,0.52,16
Otis,0.4,59
Ira,0.82,18
Everett,0.29,14
Roderick,0.68,22
Andy,0.45,28
Miguel,0.02,30
Ken,0.71,20
Elmer,0.12,25
Laurence,0.49,64
Willard,0.83,19
Armando,0.3,19
Stewart,0.27,59
Angelo,0.36,37
Loren,0.64,35
Ramon,0.56,32
Darrel,0.31,65
Ivan,0.55,14
Monte,0.47,52
Sylvester,0.03,26
Derek,0.44,23
Delbert,0.11,40
Grant,0.2,54
Luther,1,13
Salvatore,0.68,26
Roosevelt,0.43,37
Alton,0.16,30
Edmund,0.11,65
Hal,0.67,39
Pedro,0.58,14
Felix,0.14,51
Pete,0.14,24
Shawn,0.61,42
Sean,1,60
Malcolm,0.02,63
Lorenzo,0.38,53
Teddy,0.92,44
Cary,0.61,6
Isaac,0.75,31
Jeffry,0.37,15
Preston,0.63,7
Archie,0.77,62
Horace,0.94,30
Rene,0.11,5
Jacob,0.4,7
Sherman,0.4,43
Doyle,0.43,17
Leland,0.48,14
Rory,0.45,35
Fernando,0.17,24
Julius,0.37,37
Wilbert,0.57,33
Lowell,0.26,33
Jan,0.34,27
Rodger,0.57,29
Jerald,0.7,62
Nick,0.04,46
Angel,0.34,20
Denis,0.06,65
Tommie,0.66,24
Drew,0.69,23
Clay,0.69,54
Hubert,0.59,40
Oliver,0.93,49
Kyle,0.76,13
Stephan,0.03,5
Van,0.14,57
Homer,0.15,33
Unknown,0.57,55
Gerry,0.1,10
Julian,0.65,64
Rafael,0.44,12
Adrian,0.21,24
Forrest,0.34,38
Willis,0.77,33
Jason,0.07,59
Rusty,0.84,48
Ervin,0.46,62
Arturo,0.44,62
Freddy,0.23,12
Alfredo,0.2,28
Ellis,0.96,38
Pat,0.52,6
Alonzo,0.32,29
Elvis,0.04,63
Timmy,0.31,44
Lionel,0.34,65
Sheldon,0.55,17
Dallas,0.9,52
Doug,0.24,12
Dexter,0.64,26
Rufus,0.14,19
Mack,0.05,46
Owen,0.76,55
Stevie,0.88,19
Wilbur,0.29,14
Adam,0.45,60
Al,0.77,44
Brett,0.66,49
Jaime,0.85,61
Dominic,0.85,10
Carroll,0.78,10
Christian,0.59,6
Noel,0.59,65
Dewey,0.07,30
Scot,0.94,14
Monty,0.23,15
Travis,0.97,20
Bert,0.58,19
Boyd,0.17,44
Alfonso,0.94,20
Darwin,0.39,18
Matt,0.82,43
Alberto,0.7,47
Aubrey,0.38,29
Grady,0.98,16
Dirk,0.21,59
Jorge,0.94,52
Carey,0.12,57
Marlon,0.54,60
Ronny,0.39,49
Vance,0.73,33
Dewayne,0.76,7
Evan,0.19,27
Royce,0.08,22
Curt,0.74,10
Casey,0.21,37
Irvin,0.95,9
Blaine,0.65,59
Conrad,0.97,49
Buddy,0.31,54
Shane,0.12,10
Kirby,0.49,26
Chuck,0.11,52
Orlando,0.91,32
Gabriel,0.9,28
Javier,0.38,34
Dominick,0.56,14
Phil,0.4,12
Ernie,0.87,38
Cleveland,0.37,14
Cornelius,0.24,15
Edmond,0.14,62
Sammie,0.16,35
Emmett,0.89,16
Miles,0.53,43
Ernesto,0.08,46
Percy,0.85,59
Salvador,0.17,41
Elbert,0.26,64
Louie,0.67,58
Robbie,0.31,23
Darnell,0.15,33
Murray,0.87,14
Abraham,0.37,41
Kendall,0.99,21
Spencer,0.34,7
Wilson,0.86,30
Alphonso,0.83,63
Guadalupe,0.03,52
Corey,0.81,39
Dane,0.07,36
Garland,0.96,8
Jody,0.95,61
Merle,0.98,54
Marlin,0.84,29
Jamie,0.28,28
Elton,0.35,50
Colin,0.05,65
Sterling,0.16,34
Galen,0.78,29
Norris,0.79,51
Blake,0.38,19
Cedric,0.48,54
Julio,1,21
Reed,0.59,21
Rodolfo,0.97,56
Justin,0.19,43
Enrique,0.52,44
Lamar,0.43,35
Winston,0.96,19
Zachary,0.98,26
Jess,0.66,52
Kris,0.05,19
Wilfred,0.98,14
Ed,0.36,37
Barney,0.34,51
Joesph,0.84,52
Audie,0.26,63
Randell,0.96,60
Clint,0.8,26
Bart,0.54,7
Denny,0.83,22
Wyatt,0.34,20
Ned,0.19,36
Rocco,0.15,35
Erik,0.3,55
Thaddeus,0.98,61
Emanuel,0.58,33
Amos,0.8,23
Harlan,0.75,38
Luke,0.98,28
Eldon,0.2,35
Elliott,0.08,38
Moses,0.02,22
Bryant,0.13,11
Seth,0.77,64
Stan,0.85,56
Eddy,0.59,34
Sandy,0.74,19
Toby,0.82,29
Dannie,0.88,10
Joshua,0.33,38
Lon,0.24,27
Damon,0.1,8
Harley,0.57,53
Kennith,0.52,61
Eduardo,0.03,57
Grover,0.82,57
Mathew,0.35,50
Blair,0.25,34
Woodrow,0.77,37
Junior,0.52,14
Cameron,0.63,37
Austin,0.4,58
Michel,0.98,39
Orville,0.11,42
Bennett,0.3,47
Chad,0.23,27
Donny,0.42,51
Billie,0.62,14
Irving,0.64,60
Reuben,0.54,41
Reynaldo,0.05,41
Lanny,0.12,37
Vaughn,0.51,12
Frederic,0.65,25
Abel,0.23,22
Linwood,0.47,32
Simon,0.92,9
Donnell,0.68,6
Rod,0.31,37
Ramiro,0.18,35
Carmen,0.34,62
Russel,0.17,46
Ismael,0.08,19
Gilberto,0.76,10
Sanford,0.72,14
Terrell,0.16,59
Lamont,0.6,25
Nolan,0.84,28
Cornell,0.95,7
Israel,0.31,47
Levi,0.63,57
Mitchel,0.17,53
Morgan,0.98,61
Erwin,0.11,13
Kip,0.59,39
Loyd,0.57,35
Lane,0.69,56
Dwain,0.17,27
Elijah,0.01,34
Gale,0.37,61
Winfred,0.06,8
Burton,0.39,11
Dick,0.74,40
Ian,0.88,41
Ryan,0.55,48
Ward,0.74,42
Will,0.61,40
Bryce,0.84,64
Pablo,0.12,30
Reid,0.04,48
Danial,0.13,20
Harrison,0.6,35
Dino,0.19,47
Elvin,0.75,47
Mikel,0.7,46
August,0.29,5
Cory,0.51,23
Felipe,0.96,38
Rolando,0.89,34
Tomas,0.66,52
Kermit,0.73,57
Jerrold,0.15,15
Jasper,0.38,38
Dudley,0.16,33
Wiley,0.23,19
Carter,0.53,60
Duncan,0.99,64
Thurman,0.72,30
Barton,0.67,55
Roman,0.21,45
Scotty,0.13,21
Alejandro,0.14,21
Bobbie,0.99,50
Roscoe,0.7,33
Weldon,0.08,60
Emil,0.9,33
Garth,0.29,7
Garrett,0.76,60
Vern,0.84,54
Guillermo,0.14,39
Rob,0.79,31
Domingo,0.9,28
Norbert,0.48,24
Brandon,0.07,39
Hank,0.83,49
Jean,0.16,31
Russ,0.18,30
Val,0.27,28
Gus,0.46,63
Jonathon,0.62,17
Shannon,0.69,18
Brady,0.93,51
Reggie,0.92,26
Sergio,0.25,28
Stacy,0.7,64
Ulysses,0.59,43
Jeremiah,0.28,48
Pierre,0.86,60
Solomon,0.51,24
Kimberly,0.45,21
Kurtis,0.11,10
Hans,0.34,56
Otto,0.28,9
Jefferson,0.81,28
Odell,0.69,53
Lonny,0.35,34
Bernie,0.86,55
Fredric,0.08,17
Rogelio,0.13,14
Eli,0.39,62
Andres,0.62,55
Armand,0.88,63
Bryon,0.93,34
Burt,0.15,47
Elwood,0.05,44
Jacky,0.84,7
Kenton,0.62,40
Ivory,0.72,65
Merlin,0.2,56
Santiago,0.92,10
Merrill,0.59,26
Coy,0.51,39
Shelton,0.29,12
Cliff,0.21,64
Donn,0.11,31
Nicky,0.72,7
Robby,0.94,5
Emery,0.52,53
Tod,0.25,58
Wilfredo,0.36,23
Faron,0.62,50
Elias,0.03,12
Mary,0.29,36
Jed,0.29,58
Shaun,0.49,17
Elliot,0.47,38
Hollis,0.38,6
Lyndon,0.4,57
Charley,0.6,22
Davis,0.4,62
Vito,0.67,14
Avery,0.26,58
Butch,0.44,11
Sonny,0.22,22
Jerold,0.99,33
Marco,0.84,55
Quentin,0.32,7
Rock,0.76,41
Vince,0.76,45
Jake,0.64,23
Noah,0.96,54
Keven,0.8,7
Riley,0.92,6
Santos,0.48,10
Shelby,0.56,27
Clement,0.78,52
Emory,0.52,45
Lindsey,0.26,46
Tyler,0.4,35
Adolph,0.33,49
Harris,0.42,18
Emilio,0.01,45
Freeman,0.49,10
Gerardo,0.71,18
Trent,0.26,18
Millard,0.99,15
Ollie,0.35,55
Benito,0.8,36
Denver,0.46,41
Lenard,0.81,20
Monroe,0.89,16
Royal,0.55,61
Ignacio,0.55,23
Tad,0.87,55
Delmar,0.65,40
Carmine,0.31,45
Hiram,0.28,22
Stanford,0.5,10
Zane,0.77,40
Maynard,0.3,21
Anton,0.24,26
Broderick,0.7,54
Marcel,0.39,53
Myles,0.37,53
Jackson,0.3,7
Ricki,0.78,35
Booker,0.52,26
Brendan,0.89,18
Clair,0.4,52
Everette,0.96,38
Carson,0.43,62
Douglass,0.11,19
Gustavo,0.92,13
Efrain,0.5,39
Les,0.16,24
Brooks,0.27,42
Gail,0.5,19
Noe,0.06,45
Saul,0.92,32
Chip,0.19,7
Del,0.38,47
Randel,0.6,21
Alden,0.25,6
Arlen,0.74,61
Buford,0.46,12
Lenny,0.97,11
Mervin,0.15,8
Kelley,0.7,29
Johnathan,0.85,7
Linda,0.71,6
Nickolas,0.16,20
Fritz,0.43,39
Toney,0.47,34
Errol,0.85,49
Irwin,0.39,26
Basil,0.1,45
Dickie,0.39,28
Duke,0.5,36
Marcos,0.9,22
Patricia,0.62,52
Curtiss,0.07,43
Dwaine,0.82,50
Nicolas,0.96,43
Ritchie,0.96,10
Blane,0.16,62
Rogers,0.46,24
Silas,0.34,30
Thad,0.44,40
Vicente,0.45,19
Augustine,0.31,62
Connie,0.33,62
Hilton,0.38,48
Jordan,0.85,57
Wilford,0.8,6
Cesar,0.35,48
Lavern,0.55,36
Lemuel,0.8,64
Coleman,0.05,20
Eloy,0.18,25
Gearld,0.41,34
Jeremy,0.95,25
Leigh,0.6,36
Major,0.2,60
Adolfo,0.41,40
Bud,0.3,40
Glynn,0.35,52
Graham,0.02,51
Rand,0.69,55
Gil,0.29,13
Isaiah,0.74,51
Lindsay,0.47,48
Anderson,0.19,55
Rayford,0.03,56
Sherwood,0.96,39
Gino,0.46,5
Hayward,0.87,27
Otha,0.52,32
Raphael,0.18,52
Rolland,0.09,57
Bruno,0.89,12
Dalton,0.82,18
Deborah,0.82,51
Erick,0.78,12
Forest,0.31,52
Mel,0.79,22
Carol,0.35,14
Davy,0.02,25
